vendor,pickup_zone,dropoff_zone,trip_time_by_sec,pickup_time,dropoff_time,fare,tips,total,verbose
blue,19,16,4677,2020-04-17 12:24:27.979741,2020-04-17 13:42:24.979741,233.85,21.05,254.90,r5bowDKDfL1ni7vjnA24znlugeIKPvebuhJlJnhNuamfwivMc4XfBh8Vi5hEAU4LXBSAdC8c2r04PGFnKLUCxhrh6qrMcbw4b1R0ymWdXSTeUOkA6EShOGnx83u5OT6gN4CzMqi0UD3EWVdqnjxdtmqUehDuqRAFIAoM3p0RQxrZP3Jsa5SGPnirmsbqtZTAnnktxYw68XfvLpi2fyKtCj7oJdWBSZr3wA9tWHI5IMiWeLjxTsxRPOg3B4tqvoJuzFZ5VL8sr0fvgzblBIF2Lvtmtyw7b8JvmLHZrqwUTpMCWxwNdxPpBsk0Fx5qYittdcGptp8cultTtjmPvtP8PQ0MuHJOZ16Fzbg2PmMo3y4a33GTMdDAClCbGts9qqGxSXcdC7680Ir93Hextzycwxdw34BLSM6iyWDd2wCe33R1KNlJ48H562l2yHd5ZTbNZJKTBwrcvmDUH110VtQ9s1DYECPDVjkG7CqJGeDkWfVztJjlsErEIjPyi8630rE0iOAnPREOID5ZedviYBlKVSf5BWdE8U1j7i9Ggw9G2MPwbdTqO4sgjDIVyGMAw97Gbi3uHDzYftVw03Gj3eJvZ6x1DFZB56EV6sNyk27p69YQZ0G6utfzd5xb1jwHGrD1dH2UWKcJA1Y1T1BeCGH7vN6IMZwoVY3XHVQSJo3IfpnGdbjgxp0TMUPjrgMoJJwgtjZ6dYEB8PWL6w2bXvpV7AGUKBA749LN4RouO9LVF2UCVUCL0BnSE5fg1gDq8uXO
yellow,19,18,4405,2020-04-17 12:24:27.980927,2020-04-17 13:37:52.980927,132.15,9.25,141.40,a4XLqkHHOt3zwvOUCFa3cXmUzKZ5inUsaAMc4xVdWS0hr4pvDOLo2EcIwkMHzCRYbcOThyV447ymDg4BOEO7gyhRD3pKJ4RdKSs9tlz1al9FEDXMUFMxlMUcraCuuty7pNf0JWaJKUCvR10v8tqdFZwEpZ66ixwURCUS37fkt9roNkAWNeebvn24zozLO7wXLdsLZabiN239ifHzpWZdsfq8lpjBOyYFk1rLgptq93UmjToFuFhlTINIvAdooWbhtkoPMAgp5x0M0avZGQneLlaYNgk32QYSFSwCgg6TMwwJ9EWy0EZVHhYalgYhjeV0cXQyaSWwz3eGb6DqwgaAwb1wBa8Y8WUSC9a78XXuTamcVMo9qKAwlwmeUAX41SgAjCwRf4pcOhybiSI20Vt60fLSsvlDB58sBvZ4ILItlOLzi7CAQoWQohjtMDyHr01Szv7Yc1D0BesR7beJDf1HjA8FvlbGBFF4kRcbkswxNn0oecCoqRKYZBYUyudeyyNky5CTykRokjdGzGLvGbkknkTraXGPls1ecehFIz6niIo9yJGk9EYmAnxoKK3ZkfPeNaIbWCR96gUHBbaUqKXcG5vSpTvsDbfzFVEQUwMHwVN1v0fceawG0fsER3sI2JyOaGIeh6wlZyo4iQL82vpg7k3NZokqjNp3E1AIYjgKizeVuQZOL7Rqsl0TwSGELKAvzDkqrrAiDdQg7iO7YN08Mx9ZVF1ePkb7baiMovR0czXuZwH0oOhM9duaLzLsFqdB
yellow,2,18,3291,2020-04-17 12:24:28.062242,2020-04-17 13:19:19.062242,164.55,4.94,169.49,r816UmdSqjGffBYvkPAhJUikhibi7GlwCFWyxbAqSIyxoxFtVSW3kJGisHtjMAi0AoTBBk7yr3LsTPjakSwpFTjJzkgNFENSlF25zmcUSj2yEzQVv1cdl72YlZJ4lrcQwFnJqTVXcjm1Hzvt6KgF2CLn8ftlVID81vfY8h1ynqyvzsoqyEpToE4tRzjzRxWOTB93Fl29v9FIuh7MYLbUjysm9PiJGQjjxv51hUXX2rURoRmC3ELAUXDdPa2UJwBAwPnYADERmPWOrlQ7EfdkDefady0kd3xA2FMBv4FamV7BZfANi7hj1iuH467sHS8Pd8c5jwBDc5wq49A9BhzCDfGukY6JVsGehar1CpSSjkA30s8lClA6v8cCRFtkXqmrNIvsl3uqxZLQWRhmXVpGOLSCLPziFAXUqSifKgNXWq7NxLKEpFFy6MPOOeIaD3m06fYW35kRQTTeJb9Y7meKDqJptZ40Aa2cTWJL55pFpdjLyheuJlkWKmWFtfgQWe5KM2X80cFdlGdFIhwtPIwiawasYHikL5plg5bKhSJHKwZkoHipO7RyDPrSSaQIKCrIu7fuBxjrZkN0pfZOkWYLoNOgFTrWYiJ9HnktEaaYFSOSccaBqoRsWX1HJbpZ1eylWUv1nSGHLO66nhO1Dnf70Jggv9ie9aPXsx3Zb7k9hwM1giK9mvCahUVpZr6dmh1PZGm9SjJVzbdwmCLHSXgjt4FLe2mvkUFE583hLOVWydeb9vVjhJ0RWSYHB4BUqJlW
blue,13,6,3403,2020-04-17 12:24:28.063316,2020-04-17 13:21:11.063316,102.09,7.15,109.24,QL8XjjUMY404rzbDesncS5bJQLpLtLOsA8DDYeme3MIjMDcEkBX14N3llJYIhVsax0joskwciMaZXLQGWjg0CeifwY7GIZnzQtuh5wJuleHMr8CYwcEZKx4v4ErXqO8nQjhFHGVQqAU73bsILZRJ8v9sErNRRrDNqw0yo5aX244UinxZLDiJ91rKpngQeGD6UZI30DzjCNYg2XutkcEucEHS6CvMXElnIhVLs9cxVrEWZJbjqw66GRsRYBgl7vpP7o4WozWdzDRwMmKmSKskRtPVcsEuXbZXO86MMYMLZscM2b86Ut3mChYN0nGIHdN6B7hr02Rltnsq5ULTuHRq3WtoTaaQWaoZGmLBvVg7Ivch07I8lCpCutfTJmul2uvdBNL9VlLWAzPvnadgyPD9jJrW8B9bC2A2fexpWlYMNPClzwGy0noEok2ys8eiY3gniYxiiZTmVFOUE7E1OUAISQrA2rzCGhEKOkSINi18fJDxAATfYZTLHhypNtdwFdaOrsQXGNjYL0UlMSEi5z0hz4jE558LLdqkWDWgRlUw66P9JlMPFZQxWYQXEeg5PcfF4luvPOwQwxKE3zVGTWk8Mg0cLOBSS0O3eOb29zymLVyU3K21gMaIaibE1Qhl90lDTtgND77S7PRiQgS5zRSov6jrzWNUoaUI0UymX99HKZHBZ8yrZxqj8mwVivKIxif8dSrjaOY0H7nARd6SUvGUjsOvU1UArLDp6yBEvNRbTGIeo8hGEUyYhxE2ZcdwYEWW
green,16,4,7469,2020-04-17 12:24:28.064391,2020-04-17 14:28:57.064391,224.07,13.44,237.51,hpNbhZ0XPsRc8o7Nv3yeNK37D0NMV2KMIiF2aqKR7QPAX4x8wT7IYbp4ipJUvqo0wSVosR8Ujkzxm49VIG3npIGKa0EpLCQ23tbGWHJRD0UOvNOw6tykLiCoZaWaJjKYNFb4hXvJRBipUtmRDrdHbQ83U1BANf6N6qPOysPIy6aFbGRflThpqpUoTJZhE89l2OD8r1KiinUL60yz1kRiXkLaCQpRxdPZucOvkD96rFWp0Y5Wp8eFicbTcM3yOf8auyksfsf1qZvGEoa6eSoZdjjXjIuwAu3pRdJ6PtT1m8dt9EhiQ4T7MUWchyC1p8zJVkwJ2tTmeHMO45FUlauVLLXV0ZACavh1hRQfzQw2kkug5RNANa6iFUUrqr92rkqQvUmzVzRkBMo9MnfUHw1pBftUrAamK4rs2PTiix2UsDonbLgYMCNMTqqVUH2doxYXIMsm3X5ct3Hy1XC7FILxjB4YtOYHpaB2mqoy3Xe6Ncd4wXlmQmajTVnBQNmZ0BQVa1ev2cKdSsxOkcAjgeeWyNNpL8gv0V16uNNKasG5tROGU3Q1KdoGqtJHX9g5N8aqZrtlZFozexBMUY5MZ5lTHDgXwROeo3HKiSOWP0XqWNb4qfOvisrNy1aKlI7SiXFCEXT54sEp2L4GTYyMY5KlPGq3V1BkXveiqv3csq9HIwUXgtxpafuz5ApkLL67v7x9qq9jKetCgxJssg3pn3Pwb7F8hVwCJIKjyAfnREQM2RVGEZs7xKifxxMY7emaLsxY
green,6,7,6008,2020-04-17 12:24:28.065511,2020-04-17 14:04:36.065511,180.24,16.22,196.46,RA9NGV1AInQt0aKozbHZWxg9XduhntHch0bcmP1kDjZYXfjKmxYk8BwFjU3VJ0pCdIhX5qcvNy79kBj3snYOX6S3ZfSh8JyLW50OeLRb8v5braY7wmdmZu0lVoB1M8Uu4t0EBaDoqdzuy3sozohN1FeqEMUsIYA9q9IXh7y4CPP0oNqADeVLxEnDeeHlQCaS0UXc6HUivpaECVwJKr79o6jXfjlSqnRwPChntcfmmbnKV8wAiXDejxS1P9JyHGb3sTVY2SQjZPy7HesKMpoiz8eOHwzyFPi4kQeXwI556nRFMOHOL84qiTwcjUEl38KWSJD7NlpKAmskBkTsJ5Vqkj9RHb2DpkyN6Ob43oNmB10r5G48HUWEpyVu79V9XjQoB3yv8Iv06zuheaVlJJR91zYDaWlDfAXUNw0NmqRqklYDHjYxZV9qJpG3IqS5hcorKQKYgHn5etQg5Heech5DTZJSXZunJnZ6RmiPdtg5X9jBZpwxMihAHdzThrCrfvqudaHH8SqTHj40FEVUBEJDjTTIU2hUfzhGuIgY1hRXRWmTbyvpJvUSWNG5I6O3Z3mVut4f1R91ohqDpkjFULsbiDmIjI5bhhqP1ama46YDHmIvTwjTGi0x0veCX09SgXONtcTNeuK59BaBONGAdlvkAa4MsAd3yHLhOe8RwOZKu6EJLnbfsO7o4UYfFFirCR6qM5gMTA7Z3f63fIZqIiX85ppQUiWVW7qAZUZYWq3daIUALnmWe2pz3b0c1ZQNXcEo
yellow,15,15,1942,2020-04-17 12:24:28.066626,2020-04-17 12:56:50.066626,97.10,7.77,104.87,iGOR0BTpdCjOFvpiw2QVSrbDbR4hpWfxRlyUJtftIVEjwSzDk0FT460jDxihiMgPYfltJpOo2YVTexmFlQLOlIhdJ8neHPesaoC7sVNVzWV3KpdjXRZJ9aARmjcF4Sym5TsNZQEIJkPf9B0d8XLZ8KRQIcrSeMsIOOwXfx5m8j6WG6SwPaGxur4OTXDkNXziZOHOkskBwm1bIu2vCLTIv4ziyN7HgyJgOVJyRx0sKmvlU6sqUuoCYHz6tb6QcU1SM5NtOHsoCex6WyFhvleE14tonzJHg3gqRU5WVI19dlvLZsaMnnKxVDYy9fvcQAB8u6oA49hrgJOUDwV3891hblsxokXVB4iYH0ghUIYdCoUNWVlsE2HhiSAVAdagIPh5NJWtIG0QjvrIeoTpd4LynQ88lRyXhH1rzpf5rYnth774BQAWBPpCvxpKj3fZwzbJ9HItHpw1fBMzngxgeu4nLhEppkkfyPNsAcPM2imdHvo8b6O12Ocr5n6rLYDmkRVec2yIl3jomWdqS30uDLtyQoAMwrKgjKiczPYUv71VpEiJK9nIq9SoWwO3xMPrOwRZTak9rjLMbUTdfFYxRo5DRlC2I87bAy9AP8cmT4nkXs9BRFVih5z5hZCfa0DZtgcTcDkEIqvabi1suVDu7IkvP8ZbsadKPkv763qP3ILLvOKKwHMiPRY8QtKonLsl8YJcx0FQUXgLWBTbIYduYU6yQnb6IyMza8s94Epc0mzPBqCFLEtuBj3avekbibgdfzAj
blue,4,15,739,2020-04-17 12:24:28.067737,2020-04-17 12:36:47.067737,22.17,2.22,24.39,Wt3aWEsaKBkIpimjDuNs7z6yTjpWkfo1k5NJOQcnrf8zZu9XDefTaZiizx7kORwHUSDOfWC94TAP4Cjvwx0dPAK3EXJtnSqc0yZpY2vKEPS7rEdwdSPvMTBRZoq32GzwJVVhihc0I1a7yd7o6hnTWyS6NJbluwP7bYfB5n22jWL8tmEP81V8JDd54wOVBfU9ziLMvMrX5LCVO4jKGrxufgVhyKi9ZNASpcspc8pgIlin2eTAE0ZGVb7HFhGkcU6sWvtFM5MTS1tVGtxY2PoS5hbBPkOrEnBxT1viH5eAHAQspK8HpDULZMg6s50nTCWwXqdE7E5QaKnnnvfAidd8y9oYDtEHlbJlMJG0cRjCrB8UJjLBfBDUuHpaKCn5yByYayUBZ6ZdCaHmYgR1Tn9RaqoSyoHzOtdIswpMmSRjlAatdc7S2DxHvjmiN6ZyrMysNc6TeywSnYtso3rJPYnJggMVW6HJVHombWikSp2L7odIh9LhoHQjMCzGtX11DbITLiiHDeIS54sSWBdCIrUz6KivhcdGEydhnrrzfBBeAzPMXCJkOO3iXZcixxr3SLt2J9vU3xp3q8D1ZTj6J4vLdz2BKRHAvsn4T3XT9kkCXNsQb72yWrAMp3ooLdEkaHgaGQvsvOZNr36uilmIe96wdj2nedoTQVq2bbW4FdJ5CAxTKKv12ARUL2eyQwfN6osR7jKKrrLoQmzuNXW5mI4q9SRGHL9B9P1hfubptF2xDhL5v303u9hjnyHtgFeCkbOP
yellow,17,3,2706,2020-04-17 12:24:28.068795,2020-04-17 13:09:34.068795,108.24,7.58,115.82,8EtE8IcFdtdLKGD09viMJAr5KUQUb4Mg7FJC3dV2Sdgdma4WxUktXrrjM7aMT4MGJWl3ENeJQNeGM2a4aoOV1bd9lVsirG2nHy6uQN29N7oQ4LjbquLscnZ9DuzUbCuyiBmRH7jRsMVEgUJxmXVHe7sCThcHv6tI97QqZGZYfUhJNnFjCfZ9U4AiTf1UTAtPRbLn5nVRo8RWpqVp3hTxGCgNxb5fJLyBb8BbHzHRK2SeVbXbXlt0MiuKOt2ZYH6PQLGGAWd4Kv2ABl33xJZYPC34JJWIMFpqy5D8sbE0XtW7BZ2g5SxA3rwLlk4VURMywwPiV6r0wBRSpHVTuJFVDck116EiUgFxiGw2NUC5XNBRGKC925FPp6ciU8ONRRARcPdCnNtD8fS0LLN9k24O7AEbilaNAGyqJeOTSnTn4GWJpXc8SnFJvk8hDweOzZFhazagahmFwzly7T7UsBR1SrmaoNgdrGPGQGMVJJ03Dr01P18TsdskVJkyZ4y8bY2lNFXZKQrrSfooz3xtP3C8AKLpVtpjDygjRwPHlV2QOVbYASW1Dn5AUMc4ABmLXET3f4r1gP5gttIPZhrfF9vRa8059xt1IahJokmaF83tVTBq7IfFuKYCZodRXLWEQiBuohXywwuVmC8jirwr4PQcUdUxWuU9x74N1btGbwOeW0IbXpV319GPfkXxYrVLiwIkR6sVsk0od3pzU1aQwoqdd6n0ozf6hq2ulvq1eTmQHPykpzrxf5qDhOZzw5yuPT2O
yellow,2,2,1754,2020-04-17 12:24:28.069904,2020-04-17 12:53:42.069904,70.16,4.91,75.07,y1tHnZF6F28YqE8UqwTd6Dj5p370eEY2kYVOVGLUBdU2FAACugKVYzgdOoyTQRomV7L8PPKiUspv6ioQYjPkqAA1X4udHdrPBMS0mGqw18sOXrn03prMFh419E431zdG0u5Q5lxHs653ACjMlbwuZTqwO3D3Q0ipJzZEv1UWrL6iKhUreAPJM5L3BAdUIajDHKrQXeMcbwyDFI0AAgz1qYc4dzNf80r0TTpnmICJGR6VlSlHQFw3T6gffYAjlVM0e77ls7d39NrdEGsfGd7h4xJxeDUzDOpGkNokFaBABfw62Mk8iv1NjOCU2uaupg24FmyYGpMrG6z3hyYdzt7XU3RWB4m5LuUjX3qIWIrhzPTmZ9sLrLTKjJoSgdf6OKTAj60wRxxgimCk0zFgEtRWGzUwCSwV3uWwuKtWtnmefbSs7ovshz17sUn4xCXyOJoKg4ozrvi4Nq9CZGRkJ8CEVdDZiY4QYfJBwjAxfFWrX9mUl3sH5akoesRkjrRKFUxhDbtm7SqOb5TcBuqnhOU869qzf2XoM0SrC5Yl194yRH3eoNTB2CvKMkUS7rbJCXBPw2Hf5Po1AZvsdhu5Cfa1JFMJc8dABUMovi0EnqC8OhzKQ5otsHtT90N6rZnP8Fm4B4R0j8B6qzSSjsnCV8E38oPtZLAeQasq2qEyQ1KfRYu62HEyx22OwJDq84xdD9qawvXoACTzoQIxDlpiXstzm8f2KZYF0AxnJLOqmLjeW97FClo8RRT1jGintjhBWHDM
yellow,5,12,3654,2020-04-17 12:24:28.070971,2020-04-17 13:25:22.070971,182.70,12.79,195.49,7nwZbDh8lMC9jVtvfuYepG58LgGnXwmYENutx6bEpH9DPh1Ks0d4X4Uw5RAjiaWPThkULtx8NpT9sinnNeHi2vQbbLn1iEambu89L0BIYacNFykQomrHicmEmCUFdbNTIj2E9q1OUX1KsBey9iIjcdxNbIRfNDgM349kCETexe1OYiwYVfU61t4fCjFKeWveqmJ9Rxms2YHPhdA7Kf4rMtoC1C8JptSuCL6LwdCTVHU3s5C6YRuYqKKXdDA0neT80CzXQpUv5kxpf4YYIJIKifNGxcujkeZohFflOfzdAvwBqpUPAAvbVHADXwXuJDUxMNUa07Up3gP0W49DvttQNgXo9IMCmqeYt99DS62u5bhSzbE7Ac4En81T9KiQmmZHNZa6uMnNs5v4wXnreGrsQwYrFkbl7NqxGuGIdExJa4LqsYSppzaIWjx3CCrP11riGMa3oQuP081KmsE4DdH8A8IF8hb2e4I7T2LuVnmpf6ailZCRLOytbAwnImvpSEbU0EN1dmmsZ2l26zXMtMihM2HhKicyi2gAsOu1nHeAWKLg2OM0R1ZYZwxCfRXeFmrz7RcOrSoPzSoklWCpT0ty4131ii07tElZQO0xDyap94LwAZEuDrrpOMbdInSikIJ6Q7IJqM53AoGv6HdWu2PC5VcgvEJUbsdjMxVdWqdpZEUe02tHLAdAHayg1g5zRX4sUc9G0BbUsfKcxkeMighzCMpqfxHo3qGMvl5XHEVJqvoWVhOrLJMp0bsE6mxKD1cJ
blue,13,11,913,2020-04-17 12:24:28.072019,2020-04-17 12:39:41.072019,27.39,1.10,28.49,0H47d2Ms4TcsEBiyGBrkFg5x81XCzgxLEPYaVk2OzMbQepaIWzONZ3wQTFawolx13dZnjllm8zkC4Qw0MvPjlUsfsHH6YeOjYMQNLHzfy3En3ln1kTeKxTzjNK6iTMf6Bn16cDoka9kfugW0SUMC0tk9otDTLjOjL8goyz11FztUnQSjInaXwdZ1TIjmAVG1hOofxFFuH4QoWuWLKmAtRJAkfiAbbSpfyurLWYUPatBRciJajnURmgpbz5Nrs1byVwaWLhRJbGrO39M99kqFWCtDihqFasY4uQIkZ2vqQgRtp0Kd3ONfOzo2RvTE92GLrHWs3ZS5ZstMKRufHZgxlszFTUkyDcQTLOcR26X0mE2Dhh20MFNUOuqTDeFrlJzTxRVhycgrD0Ekg4dDd1jZiJGwmKmIuUYECERzwdVLDkC5IBAoKCM9XAGXwgDee5q8ccWzEj9yIkMdz1c0T0YcboGyU2qvitY1MjKO6LtGd5s4Biug4IMLrjqJipfzsMEiXVeuqnYna2qbPnfrXipWO9cBOlsKDJqWVxztwW3fl75AbHAdd6DAi7ZPeVo3hD0qdBihoM5OngrF0nbAeJQir24wb49pNywriV5XrZ9pmhcpYgjEZsrWX8j5SSdfUUsUtxvUjOtv2NOs70uYPCq7130ayW81RemPoxyQmm7zFK84yPBJyjrCD4JCEOR77f8vfoQAOhteO12uIIUbMRJkjJHSYef2DyrgCexf1OH2vkaevyUap4rWbFTwDWeL5YMF
blue,6,17,3608,2020-04-17 12:24:28.073060,2020-04-17 13:24:36.073060,180.40,9.02,189.42,UXDznOvEQLo60JGV4Zo6KRPSbu03P1UGam4BIahhisWaIZec1iVcdfhhT0PgC0JgcZunqCjvwCCygnafli7S09U0IDZxJNX7kAO3HSRRr3WWB6Ats5peK9eh7SnlcSwiRSSG4iHfxH9RI7CuWqIfTBn6IkQkKWUJGjExb7gXVUUZBQeRvdsRugbASZIbrZMJe2loMrsbYDSy2XmSIbfSUTt5u85nFqtYH3Sca4PtKu9fYXufoFJWeQ6cXs6Ry2pKazbj1CIIvB1yx37K3Zr00rXAheuyBjpr60RAijasMuJJIoBzAu9hfKEzKzj1euH9YxzlwPo4y7tgflj2fk2rt8OEIVbXNyK19ac3KPtL3C2CRBMaFVE1Zrv1GdfvipcBTSruthp5Jz6TmEJKIYhhLO2oMFBdO2rYvvygQIyziqjd0pLCnolwR2ydL91zo2dc3XgJmIiz2kG75h508XvAQvwfp5yOcNqJJxHlWPoPdRi9PdDdJiPiago2qdmMV0zmgOHwZTjxForw3ivNa69wO2nERQfh25ppgHaZds0ePBQMATjtRiXK59TQTMUhK0O6NfXGPgGiMotth8I51oyjmBnJRTDSwYFoKGOYEUpsqK4UDGoA9nFtr5u4AewBFFNkTAM0RwF6BWfi1AsVi4efmWXFuXtlBFN5ixWoDgGWskxpMGlVl8NXGpS2v8fJmEt5HLWP0FRmKFiRA74KFdTiyDzFOtnlJxHFNzMKsWboCov2FFYHz83yOjl5NVYr5WxK
green,18,14,1764,2020-04-17 12:24:28.074041,2020-04-17 12:53:52.074041,70.56,4.94,75.50,O3g0kVZmDnQmSbNd3ZlnIfC4Sy7mHqRm0NaqU4WIaZbtkF8Em8Xo9v9rqJWSvNlQgnru3pfX48xdfEoQZZXCeyGoeosxhMfJhwhH83VsMHkpjvqJ7rHIB3yr2HmfcmBIgWRNTLSyEWeN5bEsAJPfzABjmvxu8GYVNfHSyuedSy9fvn7BieON6ykCWl7wZ6SiOdok4GEeWLt1GhtCXi3lFAGdGcr1zgWTxO2ioBKvU68iMqwBzcbGwSwpuvqGvbiPOKcO2Sfz1PIulDAwok1vqaq7NFQ62JKy0oPWLIG3BdegMpYCwKXunBNnkI0ueUe0kIOrEX5zfKWqJGpKAWnq4mn990Wg0kQ0wcKG1z8cjiQWRzGn8x79UcVPGtKfBHyxOoqBHvxeeZirKCOuNQwFl5x7l6kCRe2cCd83b9RsWJFA6Ppv8PVvxFJaCVjEGy5w6RY3tEZ9xDLI6KiKHrwkl2qSZniXoYloUSGqwQCek9XuRYiYV7XTYPZKfts8GPEzCqxxlQT8DtqtAAU3mYD9mAGiEvPnTMLjmT7bZ0qifQGSib2os05SzDjd8AG8K3XzVW34FhzzhRqpR43qL7K1oZkNpBPGTvPy0hNGSd73IRZDJDweVTH9uf6XZrXK6hPOVTL8KYcSGeozMOVM8BMMclRBErLOqxd2LS3USlovYmuVm5xxmqGswecAjkm5qxY2cVrB6wKxmzOCkPajq3NJdGYohIjPw2BSWA1PbAvY3I7xLiTkkygBG9UVIa94FM95
green,4,13,1570,2020-04-17 12:24:28.075090,2020-04-17 12:50:38.075090,47.10,1.88,48.98,VBRikOCgLrlWfUaMxC3tpAv1hDYpHpKAybXLgtvxmCcjnDS534ej2LxEReLjPnzZsSlICN8ZNEBDDiplEIquDJ6GvsIek24gTN9apKqHfWK28oTYcIQGh19y0wWlccaHtXghMzM7QEk9PZx382q4sfMqY39muglGYHVTEHB3AxwpwxipL7dsBweSY0UvRGLNA84S8sXaxfA5fM6QYFdlzjrqVxCCwKQshl1BrjExnPp9fisd9qVxaee4rQpCF2xCGcGguiIIduwrkAV1yoW8vQQwWzQAL7WhiJieGObkRVO6cVRnoZqN6OiEehxcvm53eFnoP3JrCLtArHs6G9rTt1XkqXNWd79tbGg5XQEKvHwZuVBhSQpDxzE3cF31tDlmd1MsgLT3mWzZmmtPMvzCWli8M58sbEz0U56spBAaoWZ6SXnrLnvEtHuzQstk8adlZgZINIMhq4wEgypeG4kSk62UNMTdbbwj2XtCP3csQAbIHF5wNYljXbfwxrZu6XiG29PUhpADHQaqsb4whyRc62F1xXslfLIrwUakubVWOQwa0UhyYIidHh9qjObbFqvJ0vZLb39pf3XJUfvqKOnxPvhckJl0XA9nhajLQIXVbHLS7uVrtub00wnmtWwKqvF8EAqNmdLykJkH2CDqYxW1YOADQ2GWCo5jcmY9QpY4TBAmML0LpLznrx18SHHZlYgV8aNhUgKi1Be8gJVgicjnDLoKG9CNRoq7s3GqvAN9bYj3VxE6pkRfFj3KXCPI5f4F
yellow,9,15,344,2020-04-17 12:24:28.076209,2020-04-17 12:30:12.076209,17.20,0.69,17.89,Hg8EUyqd5rtv7nIuzztuSK0Upq99ZG7RwovjDL8dqZWMtXfyCjEZHCwe5abbHMweltsSPrE92aeord18mojbqz73YUat1c0C0pgLe9vKdXmZMGLUJRl7uhxjUbK6Ic6Vrl5JCSVrr16MOPMvU0wevOOkINckcnudHwPEZLA34ZhQSgEZzDITVjsDELsPLpVVrtMRFGVyCzONvp4IfAsLcRcXR99JnYcGSZ72Hqsg5Fanu59HHp4EnGkvlUH79OPGuUXm0Q04mCLoeZBIUfo63DMbnw9JPO5UDpBRqjXhlYbU0xiq1O75kN3LagJlISUUaMs0DMQBQJyDyfsIkORrqkPnWOFJIBHBr0TMWMPTetz99p42o2IJPQJKOKhPyQtKL4NnS8k0Qj4z3rzzL32gOnZHinpgYzhgO7ohXEGqdRshM1atQ2AYrR9x4zs8mqBbdZh1IobveYSGwS2vnZiTvnaSSoXqN1BXPyKShDrYvJgge5m7ZlARSMXUsGUtKsW0lZCHK3xvdjWV60D9xgUYEmkKelh0eqEWUBNU2eAdQtgfNTh2JA4IUIVOgT9sYvMeLYGWOVESvICaFjAKeV48D6xcwOGl4wftj939cQXxvwqlKKHtKV5Hca7EHV5GVwbuArWvJQkR11bdaSQxk8DfDrnEGdY6ldFVJUGaZpfPQCausE3av75JgvX8XRPiQy9ClGwGuxtpGhGkJIPf7Lhy6Xrm1huiZcM2nXkfLvOmb28uaOL3eHk3GaXti6lCbLat
blue,6,11,1367,2020-04-17 12:24:28.077268,2020-04-17 12:47:15.077268,68.35,4.10,72.45,S5zuDJAHHkzPuIP57OVCT6xhQ3tIBEm5dZyVb7YhnjgN7wwTyq7OSQRwBcJ5dzKZuBZq1ikf0pl3DZoUzqWfvaEqlrm9X2Z6V0lrX2bGrLJELhndqM4LyMT6UNqyKm68fXDm4ltySmkrf2RPNmB7c68KYGcR0o7zWBHJB186aIc4rOvdt7TIGYPXbwOmf0z5TPTvAspYnz839UhCQdzTL7zUNeq0hPacDfjgSyr17oJhzCS1x7wcDQsPv7xrfRzdBQrhFJGkWjhEvZNaGGf1pFzyEHV4otDbGt8axtbPkvTjoUqAAqEWvuBMNGGShDnpyLrlQ8ukHEtbkOGacs8OiMkmQafPVWdGiqINWcESoUXGjT6vBaa87bW8m1ZoqTbQsqzK9NnlFChcsOCkJR8NkxZrYCUeqnwsE1EXfSSNrywPc6Ln19mS4MiSQbHXozbFENE3QUOsByDSxQLHw1IbAMowemW5LRJqtExhMxIdh2MJvlKrzsMs6Jd8NWrMZSOwO4OYP8BFAyxe4xmlE5zLef4AvFHVvXsb1Ca3VobuPwQOHCNyAl65A3l2yRro1zbRtj5d6udcAqnRuTcr51lB8Ibe1QEtemGtHFU9bzBecPuMetQ1vU9PIKlML8CTWpHGDLw3oNioxw7uoED4Cqg5yd2Xva0sBcEbMZK3uhxU45DDq6bGxHsMvIIzJJk4eXvwo7sI9VgXAJu2xQpczyPfVnDEmx7gQ6PlETMLEfxIdv84BtHa3Kg0C6JPKYnwXUPQ
